,index,tweet
188,204,"@cevatt You are blessed with the courage to live your values, every day, in a world that often seems designed in opposition to them. Where others would fall victim to discouragement and cynicism, you keep finding and giving joy. Resolve to recognize how rare and special that is."
189,205,"Dissatisfaction,discouragement,despair,sickness, tiredness+anxiety has caused a lot of problems, God has seen it and He knows. #God wants to change it.Let God Breathe your way so maybe that funk or junk will change.  https://t.co/zMNAn8GEwx"
190,206,"I was about to post it today but bcz of someone's discouragement I lost the motivation to complete the sketch :)  Btw, can you guess the member? Am I doing right?  I'm trying it for the first time &gt;.&lt;  https://t.co/VY8xZ0CyAj"
191,207,"@ZaleskiLuke âThe hope of impunity, is a strong incitement to sedition: the dread of punishment, a proportionably strong discouragement to it.â  -- Alexander Hamilton #HoldThemAccountable  https://t.co/QkkXPvAWev"
192,208,Disappointment can lead to doubt   Discouragement  Depression   or worse ...
193,209,"@PhDVoice @PostdocVoice Thanks for this thread! I'm planning to apply to PhDs next year and there's definitely A LOT of tweets that are causing some pause/discouragement. I know it's neither all good nor all bad, but reading these reflections is making me hopeful!"
194,210,"@GuruInChief Well I much prefer Rockefeller to Dole and I think the switch was terrible from that standpoint, but I have no idea regarding the strategy of it"
195,211,"Norman Latker, the NIH patent counsel that drafted Bayh-Dole, argued that what federal tech transfer needed was ""middlemen""--patent speculators motivated by getting a share of the upside of patent monopoly exploitation of public-directed inventions, especially those in medicine."
196,216,@GuruInChief he thought that Ford blew his re-election chances by picking dole
197,217,"And that much is true in a vapid way:  Yes, patent speculators may well do a better job than federal agencies in attracting monopolist investors because until Bayh-Dole, federal agencies refused to do such a thing."
198,219,"The idea behind Bayh-Dole is that nonprofit patent speculators will do a better job than the federal government in making money from wealthy investors attracted by the idea of patent monopolies--in work funded on behalf of the public, such as research in health and safety."
199,220,"What the Bayh-Dole people mean but won't out and say (so I will) is that patent speculators won't get investors interested in federal inventions unless they can recruit investors who want to exploit the patent monopoly--exclude all others, sky-high pricing, disrupt standards."
200,222,"@jmawork You canât just dole out this Caravaggio, you have to warn a person."
201,223,"@pier_dole In a trial study giving ðto children, one ended up having a seizure and ended up in a wheelchair for life. This drug company put in their official report for this child, she just got a stomach ache from the ð. Drug companies LIEâï¸"
202,224,@POTUS all you people who think he is doing a great job how many of you live off the system getting new cell phones with your govt. dole checks.  in tje real world we are forced to lisgen to ignorance from the President he has not done anything of importance. where is college relief?
203,225,"The Bayh-Dole claim is that these inventions would never be used if someone didn't take a monopoly patent position.   That's untrue, too.   Look at the internet. Based on inventions made in federal work that became *standards* not *monopoly products*."
204,226,"Dolar Neozelandes/Yen,Wallbox,Waters Corp,Veeva Systems,Dole Plc,Comerica,Envista Holdings,LAM Research,Tecnoglass,Atlassian CorpCy4gate,Kimberly Clark,Deere&amp;Co,sector bancario,Logitech,Cigna,Medpace Holdings y AMD"
205,229,@MichaelAnthnyJr @jk_rowling Donât feel the need to comment. Keep your dolefulness away from a message of support.
206,230,"@kwonsbbae dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness"
207,231,"she has #disguise her  Emotional trauma just  To not let her #enemy  Use that against her,  The #barrage of evil  Thoughts kept killing With the passage of the  Sudden dolefulness  She was dealing with  the #market full of anxiety Looking for happiness To sell her fears  #vss365"
208,232,"@VaibhavRoutray dejection, depression, desolation, despond, despondence, despondency, disconsolateness, dispiritedness, doldrums, dolefulness, downheartedness, dreariness, dumps, forlornness, gloom, gloominess, glumness."
209,233,days...weeks...months whatever it takes this chosen despondency this chosen dolefulness i do understand   but you must see this is hard knowing I can't speed up the sands of time  watching each grain fall  as if it were my last   #poem #poetrycommunity #poetry #WritingCommnunity
210,234,I eat dolefulness
211,235,"dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness"
212,236,@spencergordon I love dolefulness and rue. But thatâs just me.
213,237,What is the most boring Alice Munro story of all time? My bet is the one with all the dolefulness and rue.
214,238,"dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalnes"
215,239,"@moujiq wretchedness, glumness, gloom, gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness"
216,240,"#RENHAO : A heart that is scratched with dolefulness when a farewell is verbalized, albeit the tears don't flow does not mean a eagerness. The moment the steps swing, our distance is even more extended. Will everything washed away? In this heart will remain imprint a memory.  https://t.co/ZizxdlewP3"
217,241,"@RexOnyi @victor__biometr @merryster1 @I_Am_Ilemona Hallmark of Mediocrity......Correctung you but you chose to insult your father. You don't even know my tribe, lol but you choose to welcome ruins to your family.....Like I promised you, you will be so Misrable when I am done with you. Your dolefulness will be know no boundðwatch"
218,242,"@SeoulStashPH dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness"
219,243,"@HAILTHEPRlNCE You heard the word slips again from his tongue, the tenderness of the wounded kisses you by the chest, then the sudden waves of blue dolefulness came.  The distance he made left you a little bit empty, the bubbling soup before you became the last thing of your concern."
220,244,"@nagsurfing wretchedness, glumness, gloom, gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness"
221,245,"Solitude and Sinatra Darin and dolefulness Misery and Martin  Swinging alone once again.., Frank, Bobby and Dean Thatâs life!  Know what I mean..  #WritingCommunity"
222,246,"@HOONSC4T ++gloom, gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness"
223,247,"@Kashmalakhn Now, this heart is seems to be mature to console his dolefulness and this dulness converts into your strength, which probably most better for your survival and do things, which are best for your pride and gratifications.ð¥"
224,248,"@minamahalshn wretchedness, glumness, gloom, gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness"
225,249,"@seanigonzales pain, hapdi, siphayo, kalungkutan, dalamhati, hinagpis, pighati, lumbay, pagtangis, iyak, lungkot, unhappiness, sorrow, dejection, regret, depression, misery, cheerlessness, downheartedness, despondency, despair, desolation, wretchedness, glumness, gloom, gloominess, dolefulness"
226,250,"Noo after I read about the concert, I felt overwhelmed by sadness unhappiness sorrow dejection regret depression misery cheerlessness downheartedness despondency despair desolation wretchedness glumness gloom gloominess dolefulness melancholy"
227,251,"Joie de vivre of despondence! But then itâs in desolation we rummage the most peracute ebullience, colossally when weâre conversant with the dolefulness of the bargain.Everything is in mareâs nest &amp; paradoxical to diagnosticate, but despite this contrariety it still corrodes you."
228,252,"awts pain, hapdi, siphayo, kalungkutan, dalamhati, hinagpis, pighati, lumbay, pagtangis, iyak, lungkot, unhappiness, sorrow, dejection, regret, misery, cheerlessness, downheartedness, despondency, despair, gloom, gloominess, dolefulness, melancholy, broken-heartedness, heartache."
229,254,"blue devils,blues,dejection,desolation, despond,despondence,despondency,disconsolateness,dispiritedness,doldrums,dolefulness,downheartedness,dreariness,dumps,forlornness,gloom,gloominess,glumness,heartsickness,joylessness,melancholy,miserableness,mopes, mournfulness,oppression"
230,255,"gloominess, dolefulness, melancholy, low spirits, mournfulness, woe, broken-heartedness, heartache, grief, down, disconsolateness, disconsolation, dismalness"
231,256,"@ria_vnglst pain, hapdi, siphayo, kalungkutan, dalamhati, hinagpis, pighati, lumbay, pagtangis, iyak, lungkot, unhappiness, sorrow, dejection, regret, depression, misery, cheerlessness, downheartedness, despondency, despair, desolation, wretchedness, glumness, gloom, gloominess, dolefulness"
