,0,1,2,3,4,5,6,7,8
0,0,1,0,0,3,2,1,6,9
1,0,1,0,3,0,0,5,1,1
2,0,1,0,3,0,0,5,1,1
3,0,1,0,3,0,0,5,1,1
4,0,1,0,0,3,2,1,6,9
5,0,1,0,0,3,2,1,3,5
6,0,1,0,3,0,0,5,6,9
7,0,1,0,0,0,2,1,6,9
8,0,1,0,3,0,0,5,1,1
9,0,1,0,3,0,0,5,1,1
10,0,1,0,0,3,2,1,3,5
11,0,1,0,3,0,0,5,6,9
12,0,1,0,3,0,0,5,1,1
13,0,1,0,3,0,0,5,1,1
14,0,1,0,0,3,2,1,3,5
15,0,1,0,0,3,2,1,3,5
16,0,1,0,0,3,2,1,3,5
17,0,1,0,0,3,2,1,6,9
18,0,1,0,0,3,2,1,3,5
19,0,1,0,0,3,2,1,3,5
20,0,1,0,0,3,2,1,6,9
21,0,1,0,0,3,2,1,6,9
22,0,1,0,0,0,2,1,6,9
23,0,1,0,0,0,2,1,6,9
24,0,1,0,3,0,0,5,6,9
25,0,1,0,3,0,0,5,1,1
26,0,1,0,0,0,2,1,6,9
27,0,1,0,0,3,2,1,6,9
28,0,1,0,0,3,2,1,6,9
29,0,1,0,3,0,0,5,1,1
30,0,1,0,3,0,0,5,1,1
31,0,1,0,0,3,2,1,6,9
32,0,1,0,0,3,2,1,3,5
33,0,1,0,0,3,2,1,3,5
34,0,1,0,3,0,0,5,1,1
35,0,1,0,3,0,0,5,1,1
36,0,1,0,0,3,2,1,6,9
37,0,1,0,3,0,0,5,1,1
38,0,1,0,3,0,0,5,1,1
39,0,1,0,0,0,2,1,6,9
40,0,1,0,0,3,2,1,6,9
41,0,1,0,3,0,0,5,1,1
42,0,1,0,3,0,0,5,1,1
43,0,1,0,0,3,2,1,6,9
44,0,1,0,0,3,2,1,3,5
45,0,1,0,3,0,0,5,1,1
46,0,1,0,0,3,2,1,3,5
47,0,1,0,3,0,0,5,1,1
48,0,1,0,0,3,2,1,3,5
49,0,1,0,3,0,0,5,6,9
50,1,2,1,4,1,1,6,4,4
51,1,0,1,4,1,1,6,4,4
52,1,2,1,4,1,1,6,4,4
53,1,0,3,2,2,3,7,8,3
54,1,0,1,4,1,1,6,4,4
55,1,0,3,2,2,3,2,0,7
56,1,0,1,4,1,1,6,4,4
57,1,0,3,2,2,3,7,8,3
58,1,0,1,4,1,1,6,4,4
59,1,0,3,2,2,3,2,0,3
60,1,0,3,2,2,3,7,8,3
61,1,0,1,4,1,1,2,0,7
62,1,0,3,2,2,3,7,8,3
63,1,0,1,4,1,1,6,4,7
64,1,0,3,2,2,3,2,0,7
65,1,0,1,4,1,1,6,4,4
66,1,0,1,4,1,1,2,0,7
67,1,0,3,2,2,3,2,0,7
68,1,0,3,2,2,6,2,0,0
69,1,0,3,2,2,3,7,8,3
70,1,0,1,4,1,1,3,5,0
71,1,0,3,2,2,3,2,0,7
72,1,0,1,4,1,6,2,4,0
73,1,0,1,4,1,1,2,4,7
74,1,0,1,4,1,1,6,4,4
75,1,0,1,4,1,1,6,4,4
76,1,0,1,4,1,1,6,4,4
77,1,2,1,4,1,1,6,4,4
78,1,0,1,4,1,1,2,4,7
79,1,0,3,2,2,3,7,8,3
80,1,0,3,2,2,3,7,8,3
81,1,0,3,2,2,3,7,8,3
82,1,0,3,2,2,3,2,0,7
83,1,0,1,4,1,6,3,5,0
84,1,0,3,2,2,3,2,0,7
85,1,0,1,4,1,1,6,4,4
86,1,0,1,4,1,1,6,4,4
87,1,0,3,2,2,6,2,0,7
88,1,0,3,2,2,3,2,0,7
89,1,0,3,2,2,3,7,0,3
90,1,0,3,2,2,3,2,0,3
91,1,0,1,4,1,1,6,4,7
92,1,0,3,2,2,3,2,0,7
93,1,0,3,2,2,3,7,8,3
94,1,0,3,2,2,3,2,0,7
95,1,0,3,2,2,3,2,0,7
96,1,0,3,2,2,3,2,0,7
97,1,0,1,4,1,1,6,4,7
98,1,0,3,2,2,3,7,8,3
99,1,0,3,2,2,3,2,0,7
100,1,2,2,1,4,5,0,2,2
101,1,0,1,4,1,6,3,5,0
102,1,2,2,1,5,4,4,7,8
103,1,2,1,4,1,6,3,5,0
104,1,2,2,1,4,5,0,2,2
105,1,2,2,1,5,4,4,7,8
106,1,0,3,2,2,3,2,0,3
107,1,2,2,1,5,4,4,7,8
108,1,2,1,4,1,6,3,5,0
109,1,2,2,1,4,5,0,2,6
110,1,2,2,1,4,5,0,2,2
111,1,2,1,4,1,6,3,5,0
112,1,2,2,1,4,5,0,2,2
113,1,0,1,4,1,6,3,5,0
114,1,2,1,4,4,5,3,5,0
115,1,2,2,1,4,5,0,2,2
116,1,2,1,4,1,1,3,5,4
117,1,2,2,1,5,4,4,7,6
118,1,2,2,1,5,4,4,7,8
119,1,0,3,2,2,6,2,0,0
120,1,2,2,1,4,5,0,2,2
121,1,0,1,4,1,6,3,5,0
122,1,2,2,1,5,4,4,7,8
123,1,0,1,4,1,6,3,5,0
124,1,2,2,1,4,5,0,2,2
125,1,2,2,1,5,4,4,7,8
126,1,0,1,4,1,6,3,5,0
127,1,0,1,4,1,1,3,5,0
128,1,2,2,1,4,5,3,5,2
129,1,2,2,1,5,4,4,7,8
130,1,2,2,1,5,4,4,7,8
131,1,2,2,1,5,4,4,7,6
132,1,2,2,1,4,5,3,5,2
133,1,0,1,4,1,1,6,4,4
134,1,0,1,4,1,6,2,4,0
135,1,2,2,1,5,4,4,7,8
136,1,2,2,1,4,5,0,2,2
137,1,2,1,4,1,1,3,5,4
138,1,0,1,4,1,1,3,5,0
139,1,2,2,1,4,5,0,2,2
140,1,2,2,1,4,5,0,2,2
141,1,2,2,1,4,5,0,2,2
142,1,0,1,4,1,6,3,5,0
143,1,2,2,1,4,5,0,2,2
144,1,2,2,1,4,5,0,2,2
145,1,2,2,1,4,5,0,2,2
146,1,0,1,4,1,6,3,5,0
147,1,2,1,4,4,5,3,5,2
148,1,2,2,1,4,5,0,2,2
149,1,0,1,4,1,1,3,5,0
